id,japanese,english,latin,category,region,testSet,explanation
pdf_kaibo7_2943bd4bc0,白質線維,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_49d4098e9e,中脳水道周囲灰,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_a4325a1d87,脊髄オリーブ核線,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_8729891723,三叉神経毛帯,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_c3b0307f1f,三叉神,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_ddb38daba8,経核視床路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_4c7b1af63e,前三叉神経核視床,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_bbe2b92f5d,腹側三叉神経,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_feab6d031b,視床路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_71f915c4d5,後三叉神経核視床,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_02d7367f69,背側三叉神経,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_1511e865f3,三叉神経中脳路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_f5d0fab86d,顔面神経膝,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_ab4f04ab3b,台形体,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_361150393a,オリーブ蝸牛束,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_bb13cd1d6a,リーブ核蝸牛束,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_92418c8b7a,オリーブ核蝸牛束,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_100f0ffe02,外側毛帯,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_3bd89f7c28,第四脳室髄条,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_8b605babea,腹側聴条,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_c9e801d549,中間聴条,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_374b490622,背側聴条,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_edc32016a2,前橋網様体脊髄路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_a9098b4bd3,側橋網様体脊髄路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_b155a9b334,橋聴覚交連,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_ecacd86470,中心被蓋路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_4aee8f2cf4,赤核オリーブ核線,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_25b11c58d0,輪オリーブ核線維,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_fb5f255d79,小脳オリーブ核線,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_c24add40f0,視床下部脊髄路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_a8787bd7d0,赤核橋路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_85374207c7,視蓋橋路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_6b08c80bf0,吻側亜核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_504f0abb8d,三叉神経主感覚核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_973f97ce01,三叉神経中脳路核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_236ce0ebc0,三叉神経運動核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_0c4b4562ac,外転神経核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_72be0d1b4c,顔面神経核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e7e1ab1c22,上唾液核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_5011c2f7a4,涙腺核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_f361901b22,涙腺分泌核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_d046ad55c6,上オリーブ核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_042390ab4a,上オ,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_a04874cff1,リーブ複合体,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_df9633589a,外側上オリーブ核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_bcd8d74931,内側上オリーブ核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_d403e5885b,上オリーブ周囲核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_7a4b251763,内側核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_acc51b40bd,台形体核群,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_0dbb0b1102,台形体核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e9cba1d165,台形体前核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_49d980d722,台形体外側核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_5cefd3a74a,台形体内側核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_46f06cce96,前庭神経外側核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_6d4b90804b,前庭神経上核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_9e3e1bc7df,外側毛帯核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_3ce4420ca5,外側毛帯後核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_82ea523b89,毛帯背側核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_386e30e8b8,外側毛帯中間核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_b948c5533d,外側毛帯前核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_90f80569a1,毛帯腹側核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_902080ac3b,前被蓋核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_7e9862a414,腹側被蓋核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_7fd0bee5d1,青斑核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_cc0d6f1450,青斑下核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_0f9e147965,内側縦束間質核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_bdd991ccfc,結合腕傍核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_ad93843970,結合腕傍核下核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e8667658cb,外側結合腕傍核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_f8b202fe98,内側部,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_fd991ec941,内側結合腕傍核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_d1bdb63c5f,後被蓋核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_7396e3b95c,背側被蓋核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_2888f1413b,毛帯上核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_50695424cd,尾側橋網様核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_290ced875a,下橋網,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_ae47c2c02c,様核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e62f604f83,吻側橋網様核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_12fd4689c4,上橋網,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_f298779ed0,毛帯傍核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_806f00c0a9,正中傍網様核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_069f57a2c1,橋縫線核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_f524bd0068,正中縫線核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_995d5f589d,上中心核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e6dea3996f,後縫線核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_197f77f98b,背側縫線核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_d511723e92,第四脳室,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_afc7430868,菱形窩,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_a62beaa28a,第四脳室底,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_923f5543d9,正中溝,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_23ea2da812,内側隆起,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_c5360a621b,顔面神経丘,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_55c9f4c4ea,青斑,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_1c1b226459,舌下神経三角,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_294e7c1aa9,迷走神経三角,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_9057d7e375,灰白,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_1ee7c6eb80,前庭神経野,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_6f3178f761,分離索,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_2cab880002,灰白ヒモ,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_17a036770d,第四脳室蓋,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_b9d5260890,室頂,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_485006cdd1,脈絡叢,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e9e9c5d238,脈絡組織,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_d4e0fdaff5,第四脳室外側口,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e025ca1ca7,下髄帆,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_7f2972b57e,第四脳室正中口,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_ffa257aacc,上窩,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_faaab17953,下窩,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e4cd054aa8,脚間窩,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_c02324ff0d,後有孔質,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_1935d7a254,動眼神経溝,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_9c93486f81,広義の大脳脚,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_a42e824b0a,狭義の大脳脚,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_84820e2c21,中脳外側溝,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_b5a01ebaf2,中脳被蓋,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e749a74217,外側毛帯三角,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_3f7bbb5b8a,四丘体板,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_89f0f4a0e5,下丘腕,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_ea556823a5,上丘腕,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_14d0fca5af,下丘,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_680f9e7168,上丘,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_3888060afd,大脳脚底,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_2ec5c569d6,脚底,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_c014b097cd,前頭橋線維,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_24f9cc83cf,前頭葉,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_005816b693,橋線維,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_0f9c852668,後頭橋線維,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_9762e7acd0,後頭葉,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_1a3ce7c8c6,頭頂橋線維,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_648e0fe679,頭頂葉,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_4ab051bd6a,側頭橋線維,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_cd2de165da,側頭葉,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_8576f43362,黒質,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_a8b70ed806,緻密部,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_2fa1b10f91,網様部,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_9209299135,赤核後部,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_1b3cbc4ba8,赤核オリーブ,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_b0e73c1f35,小脳オリーブ,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_bea6437aec,中脳の皮質核線維,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_3a2e2012fe,外側視蓋延髄路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_5ee84670b8,赤核核路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_6d35a68178,上小脳脚交叉,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_b69106747f,被蓋交叉,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_170c0bd6d7,背側被蓋交叉,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_f297bdc675,後被,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_8c2f03702b,蓋交叉,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_1cbbf6d4ea,腹側被蓋交叉,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_843b95e1a8,前被,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_24c7109ffb,皮質中脳線維,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_903b83e6ea,動眼神経核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_c721714e9f,動眼神経副核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_1775104db5,自律神経核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_82b4bcf968,腹内側,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_6cea016897,間質核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_42a98aa99f,中心交連前核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_29075b76c1,後交連核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_36fb6370ff,間質部,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_66a4af9b3f,脚間核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_5e9287a295,副視索核群,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_0f717bf63b,副視索核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_725fd1e234,後外側被蓋核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_c86730917c,背外側,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_97710278ce,被蓋核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_52386d9c32,滑車神経核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_6d9cd2c223,二丘傍核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_b2cadfce45,中心灰白質,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_f9bb110aec,中脳水道,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_1e7385ce51,周囲灰白質,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_61746bb179,赤核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_c990412dec,後内側部,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_c2d1125a8e,背内側部,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_033f696294,外被核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_3f0e6eeae2,結合腕下核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_3094545c33,腹側被蓋,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_c2e1b89f4d,束間核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_001a9f305e,色素含有性結合,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_d7dc855bef,腕傍核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_f6f493ea65,黒質傍核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_7d15a0b38a,楔状核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_985ba00a1d,楔状下核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_f77a66603a,脚橋被蓋核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e784a629a2,消散部,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_3437d1c04e,背側縫線,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_05afb38e50,下線状核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_b0eaad5a1e,尾側線状核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_54d6d25d82,状核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_781d57f426,吻側線状核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_2c3f57097a,上線状,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e54c7a9e3f,中脳水道口,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_390ad40d09,中脳蓋,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_4c839e9567,下丘核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_4fa59dc585,外核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_f8d027b927,中心周囲核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_fab7a892d1,浅灰白層,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_839dc35153,視神経層,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_87d5e92cc8,中間灰白層,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_6a2fc068bc,中間白層,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_5a58757591,深灰白層,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_f181786498,深白層,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_5887185640,下丘交連,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_1cd63937de,上丘交連,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_b697470384,滑車神経交叉,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_6babc0cd50,脚傍核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_b6bcf8b8cc,小脳裂,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_afaa205665,小脳溝,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_cbaaf39a13,小脳回,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_b18e1c0da4,小脳谷,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_980a95ad7a,前庭小脳,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e7f6918d96,脊髄小脳,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_9feec4bd09,橋小脳,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_4b951378ff,原小脳,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_4b23e1d5b0,原始小脳,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
